Country,Domain,0,1,2,3,4,5,6,7,8,9,10,11
Afghanistan,,0.24454337358474731,1.0713176834542537e-06,1.0048069953918457,0.45701947808265686,0.0492023304104805,-0.165336012840271,2.6278812885284424,2.3718149662017822,3.2852749824523926,163.4312744140625,67.23067474365234,1.0344980955123901
Albania,,0.20048969984054565,1.0325956054657581e-06,1.088579535484314,0.4814583659172058,0.03970584273338318,-0.1632068008184433,2.657266855239868,2.337829113006592,3.328611373901367,164.58895874023438,66.67692565917969,1.0821446180343628
Algeria,,0.5241795182228088,6.186560881360492e-07,1.0000017881393433,0.327867329120636,0.09051194787025452,-0.17134816944599152,2.4848520755767822,2.3002572059631348,3.0927751064300537,180.2093505859375,66.99299621582031,0.982998788356781
American Samoa,,0.1480291783809662,1.6983854038699064e-06,7.9333415031433105,0.49602535367012024,0.03130389004945755,-0.15878693759441376,2.817631721496582,2.419854164123535,3.268832206726074,166.41845703125,61.041282653808594,1.1140719652175903
Andorra,,0.2639700770378113,2.217906740042963e-06,1.2344083786010742,0.4695332646369934,0.04967278987169266,-0.158791184425354,2.6517529487609863,2.3247082233428955,3.311922073364258,169.30282592773438,66.6393814086914,1.0555702447891235
Angola,,0.12198585271835327,4.051556061313022e-06,15.911009788513184,0.5115301609039307,0.02177746407687664,-0.1413833349943161,2.73781156539917,2.3584189414978027,3.0404863357543945,182.17288208007812,56.90878677368164,1.1886115074157715
Antigua and Barbuda,,0.10990653187036514,0.0007061684736981988,15.999792098999023,0.5141806602478027,0.02110941894352436,0.006759732961654663,2.7073259353637695,2.482178211212158,2.8000364303588867,171.7958221435547,51.71012878417969,1.2394027709960938
Argentina,,0.5692391395568848,1.1537731552380137e-06,1.0000215768814087,0.345813512802124,0.08431699872016907,-0.16726572811603546,2.559199333190918,2.366220474243164,2.939084768295288,183.95033264160156,65.0056381225586,0.9958236217498779
Armenia,,0.28533875942230225,8.518788376932207e-07,1.0008134841918945,0.4416051208972931,0.05430980026721954,-0.16675499081611633,2.610848903656006,2.358180522918701,3.2643375396728516,165.20994567871094,67.36868286132812,1.0280654430389404
Aruba,,0.12579919397830963,0.0070231761783361435,15.9998140335083,0.5132874846458435,0.022657109424471855,0.22190283238887787,2.6244637966156006,2.440016269683838,2.6395339965820312,162.37176513671875,50.13007354736328,1.252559781074524
Australia,,1.0172390937805176,9.802129170566332e-07,1.0,0.1934569925069809,0.12934380769729614,-0.17057225108146667,2.478389024734497,2.3321287631988525,2.5707671642303467,206.8565216064453,62.112457275390625,0.9695371985435486
Austria,,0.47313204407691956,6.512436812045053e-07,1.0000048875808716,0.2317289561033249,0.1288398951292038,-0.16783487796783447,2.4829225540161133,2.3137872219085693,3.2328832149505615,185.54379272460938,66.9654541015625,0.9894582033157349
Azerbaijan,,0.436237633228302,8.616508466730011e-07,1.000068187713623,0.3822624981403351,0.07546994835138321,-0.16809698939323425,2.5481672286987305,2.3407788276672363,3.1622090339660645,174.22430419921875,67.14195251464844,0.9961556196212769
Bahamas,,0.11794167757034302,0.001885681413114071,15.999744415283203,0.5139314532279968,0.021603917703032494,0.09090079367160797,2.667830467224121,2.4478423595428467,2.7056078910827637,167.9325408935547,50.497127532958984,1.2435353994369507
Bahrain,,0.12886777520179749,2.7736239189835032e-06,14.103084564208984,0.5074073076248169,0.02397659607231617,-0.15255868434906006,2.7450432777404785,2.435241222381592,3.139310359954834,175.439697265625,59.47474670410156,1.1534756422042847
Bangladesh,,1.0252999067306519,7.373240009656001e-07,1.0,0.10999724268913269,0.1664460152387619,-0.1721150130033493,2.4138784408569336,2.3276472091674805,2.485738515853882,216.18954467773438,61.23796081542969,0.9609076380729675
Barbados,,0.1138867735862732,0.001561141456477344,15.99977970123291,0.5138491988182068,0.021556992083787918,0.06753252446651459,2.6716485023498535,2.4649782180786133,2.727632522583008,168.98927307128906,50.888038635253906,1.2442691326141357
Belarus,,0.4477837085723877,1.6043351251937565e-06,1.000515103340149,0.3545563220977783,0.07537183910608292,-0.1631750911474228,2.6877617835998535,2.467986822128296,2.7960922718048096,188.9832305908203,60.402427673339844,1.0288554430007935
Belgium,,0.9642236828804016,6.360933753057907e-07,1.0,0.12057983875274658,0.16047286987304688,-0.17283764481544495,2.4422550201416016,2.31540846824646,2.556995391845703,212.36756896972656,62.06000900268555,0.9605651497840881
Belize,,0.21739882230758667,1.3120601352056838e-06,1.3113439083099365,0.46624335646629333,0.045956917107105255,-0.16219893097877502,2.6977343559265137,2.407332420349121,3.2753565311431885,167.32785034179688,63.840885162353516,1.067040205001831
Benin,,0.11043845117092133,9.447684715269133e-05,15.999445915222168,0.5149145722389221,0.020154867321252823,-0.08001670241355896,2.7489185333251953,2.4416322708129883,2.8862853050231934,179.88368225097656,52.33430862426758,1.2122902870178223
Bermuda,,0.11194967478513718,0.00023796290042810142,15.999593734741211,0.5147718787193298,0.020326703786849976,-0.039833009243011475,2.732938766479492,2.4480903148651123,2.824230432510376,175.96351623535156,51.43518829345703,1.2288131713867188
Bhutan,,0.10937176644802094,0.0006750478059984744,15.99976921081543,0.5139662623405457,0.02107113227248192,0.004570662975311279,2.7024314403533936,2.490217685699463,2.79601788520813,171.5744171142578,51.79328918457031,1.2390481233596802
Bosnia and Herzegovina,,0.2581910192966461,1.373276404592616e-06,1.0182709693908691,0.4526713192462921,0.05225995182991028,-0.16361047327518463,2.6462767124176025,2.381300449371338,3.280308246612549,165.25746154785156,66.57573699951172,1.0319725275039673
