,country,domain,first_day_above_hundred,outsample_mape,overall_mape,train_mape,outsample_mae,overall_mae,train_mae
0,El Salvador,,2023-04-05,0.0329306420708845,0.03007405046790882,0.02436086726195744,0.03424786775371987,0.031277012486625164,0.025335301952435735
1,Japan,,2023-04-12,20.006525112133332,13.807149682692291,1.408398823810202,34.88995283464679,23.81063522516884,1.6520000062129472
2,Costa Rica,,2023-01-18,24.495566298152706,18.93981712867027,7.828318789705387,50.47946012283171,37.20420063606765,10.653681662539496
3,Ghana,,2022-09-30,3.9605821524154643,2.707288962486005,0.20070258262708732,4.470704768171307,3.0503521709999197,0.20964697665714585
4,China,,2023-05-23,51.68000130812758,35.727465736831064,3.8223945942380335,293.90387768072327,197.71389722351918,5.33393630911102
5,Spain,,2022-06-01,56.8865202287575,41.13926474319966,9.644753772083984,2354.5719483631756,1581.526664914379,35.436098016786474
6,Austria,,2022-07-26,18.341146008707003,12.912594195919338,2.0554905703440167,55.45347553066612,38.095563425879895,3.379739216307484
7,Germany,,2022-06-08,11.003760290073373,8.730371176498839,4.183592949349769,341.3127612481181,234.10053291846924,19.676076259171623
8,Denmark,,2022-08-02,1.5995249968132539,1.9351602243893447,2.606430679541525,2.9629995416085575,3.177784626350872,3.607354795835502
9,Israel,,2022-07-19,18.715715404189947,13.601044464939275,3.371702586437942,45.57287959990465,31.87173085175072,4.469433355442854
10,Canada,,2022-06-08,33.89385592133255,27.938085576291478,16.02654488620931,318.8086447970106,222.10461192781264,28.696546189416658
11,Colombia,,2022-08-17,30.828192853296656,25.89056149519343,16.015298778987002,890.9944020548872,616.2293481931871,66.69924046978646
12,Democratic Republic of Congo,,2022-08-12,13.66874907128146,10.18757034376277,3.225212888725383,31.795050527282772,22.9128102972171,5.148329837085758
13,South Korea,,2023-06-05,4.608012213574502,3.568420786695696,1.4892379329380871,6.048235482557044,4.573124867958463,1.6229036387613027
14,Australia,,2022-08-23,1.1270424964099912,1.7581936953572468,3.020496093251757,1.5497578764855429,2.225874007110984,3.5781062683618656
15,Switzerland,,2022-07-02,653.8824307135828,436.82220392770193,2.7017503559402836,3264.7257997517236,2178.1020221354056,4.854466902768512
16,Ireland,,2022-08-09,130211.09475792407,86809.02107693076,4.873714944111911,262586.0481493854,175059.31091875918,5.83645750680906
17,Ecuador,,2022-09-28,20.2349700491614,15.354624795749613,5.59393428892603,68.58947637273305,48.67167362204695,8.83606812067477
18,Portugal,,2022-06-01,83.09322649475205,57.306641167128426,5.733470511881179,636.6287800885045,428.6493030117096,12.69034885811978
19,United States,,2022-06-15,34.76379338654078,30.660236516548046,22.45312277656257,3879.754230171587,2606.6163669369075,60.340640467547324
20,France,,2022-06-14,116890.70765238152,77929.84950325229,8.133204993807986,3738069.5920330244,2492055.3430569894,26.845104921530055
21,United Kingdom,,2022-05-27,28842.066382027508,19230.33789996112,6.880935828341442,861043.0999067016,574036.143554542,22.230850222940443
22,Italy,,2022-06-25,1044.0101877679697,698.0656586069032,6.176600284770124,8262.171601281567,5512.671975735719,13.672724644021576
23,Argentina,,2022-08-24,419.9741366977558,283.1493752089623,9.499852231375467,2683.5079127792446,1794.8578709194235,17.557787199780915
24,Panama,,2023-01-25,7.580063216267155,6.087994638115264,3.1038574818114806,15.058041664951512,11.313254397746377,3.8236798633361078
25,Belgium,,2022-06-28,115.93282355710059,82.47204524493887,15.550488620615416,805.1966896273814,546.3680133280297,28.710660729326783
26,Netherlands,,2022-06-22,25.11202968607924,18.269067656367525,4.583143596944101,265.05254893801344,182.38586674499115,17.0525023589465
27,Bolivia,,2022-09-07,44.61513521059944,32.692455431642486,8.847095873728597,109.94710275426725,77.41485627315603,12.350363310933625
28,Paraguay,,2023-02-22,7.687502673228609,6.289211396289754,3.492628842412043,9.48242567723912,7.60824170048591,3.859873746979484
29,Poland,,2022-08-16,9.091668126368905,8.010100496767064,5.846965237563377,18.138614417936754,14.554336409805606,7.3857803935433095
30,Nigeria,,2022-07-08,73.37308012954952,51.46021594380639,7.634487572320141,273.53220096375975,185.5275953588977,9.518384149173569
31,Brazil,,2022-07-06,33.08631558939298,29.37859426454881,21.963151614860465,1752.1682141541685,1199.2264929629762,93.34305058059012
32,Guatemala,,2022-11-09,10.969177196288259,10.528968163025898,9.64855009650118,32.00331136659961,26.063135923822863,14.182785038269376
33,Chile,,2022-08-10,8.320899366916674,10.4879605310498,14.822082859316058,76.58813848372104,62.18860823358081,33.389547733300404
34,Peru,,2022-07-20,34.13322634879585,27.774428828049263,15.056833786556059,731.1623303623102,504.8342296477146,52.178028218524055
35,Sweden,,2022-08-02,6.311137256724505,6.0939997000868,5.659724586811397,11.295676278603624,9.967194093052424,7.3102297219500185
36,Puerto Rico,,2022-08-31,8.154139331871283,8.086510141152901,7.951251759716138,15.809980064842662,14.304625733554314,11.293917070977612
37,Mexico,,2022-08-10,38.329991691051546,31.76632052216763,18.63897818439983,723.0947914426249,498.2769932836003,48.64139696555115
