,country,domain,first_day_above_hundred,alpha,days,r_s,r_dth,p_dth,r_dthdecay,k1,k2,jump,t_jump,std_normal,k3
0,El Salvador,,2023-04-05,0.1,0.0,15.0,0.5,0.25,5.0,0.001,0.001,3.8146187886595726,192.8481565658003,20.714618787850135,0.2
1,Japan,,2023-04-12,0.9151026590841841,7.213712585492488,15.0,0.5,0.25,4.053944856729008,0.08601976182551707,0.001,3.8146187886595726,192.8481565658003,20.714618787850135,0.4612297247576759
2,Costa Rica,,2023-01-18,0.1,0.0,15.0,0.5,0.25,4.91393263705672,0.20845735883741134,0.5350452686587837,3.8146187886595726,192.8481565658003,20.714618787850135,0.3344469664415189
3,Ghana,,2022-09-30,0.7049069628483493,8.37173559442702,15.0,0.4588528508381898,0.060991799033588014,4.97850097001016,0.013229379689773411,0.001,0.9053818848559567,174.2805280768432,19.995836974834255,0.2
4,China,,2023-05-23,0.2053578745370374,7.12143070278075,15.0,0.17216354454758195,0.19599599940169687,4.105961381890167,0.3665106958195954,0.0010362893900685744,3.8146187886595726,192.8481565658003,20.714618787850135,0.9242168597043815
5,Spain,,2022-06-01,1.4996555724754896,5.399927533557301,3.765806264468356,0.02,0.031878091898209324,3.4137919631828706,0.11352153850383556,0.10281076694573524,4.999873755583083,285.6788928580761,53.53695361431512,0.7348133207768305
6,Austria,,2022-07-26,0.31045428326847535,11.677362724401489,14.999912665429752,0.13341171337800772,0.02470922417248873,2.393218049673672,0.2762902472130025,0.019381032979259832,3.12253479122983,173.2058981838984,3.739417272990045,1.5496487307491569
7,Germany,,2022-06-08,0.889534351402356,5.1444051876429455,2.8239144729405505,0.22190594334126879,0.24918745734794948,3.8142665071377717,0.0010723914614627313,1.4121744750279766,1.2024413105549046,125.10926483035018,47.44749989694685,0.5466358741790245
8,Denmark,,2022-08-02,0.4171752472089128,7.489632452286633,15.0,0.33884173056764844,0.053872751901304285,0.6671457816279976,0.001,0.972975005362163,1.2448385302122915,250.66268304970436,31.344771390419716,0.20664125249526702
9,Israel,,2022-07-19,0.526645401351509,9.324860855288787,15.0,0.28991793871049687,0.08769924830333158,-0.19996352490310954,0.028718326490127434,0.1111199677418239,4.169109292802753,157.52387243747074,13.23941343493991,0.9253978491069287
