,country,domain,first_day_above_hundred,alpha,days,r_s,r_dth,p_dth,r_dthdecay,k1,k2,jump,t_jump,std_normal,k3
0,United Kingdom,,2022-05-27,0.3641025102466251,24.801571598717768,3.5705256424064857,0.02,0.027963660838343528,5.0,0.1572312282520095,1.4962775967066584,0.40733712105750186,249.69726969295562,17.496181555592194,0.5655276327932626
1,El Salvador,,2023-04-05,0.1,0.0,15.0,0.4892102006731276,0.08932310843996381,4.799016456768627,0.001,0.001,0.0,82.81298396585781,16.5070387570099,0.2
2,Puerto Rico,,2022-08-31,0.9608472970599712,2.2325949216658,7.876433805661598,0.04766210642332102,0.05045702913826504,4.3490168232227715,0.00125393942673502,0.5807199580285988,3.3032015780851927,81.6565336559326,20.87601721604201,0.22137799144806508
3,Netherlands,,2022-06-22,0.22439990368945884,33.09560947531223,12.720786683779412,0.07607077751106357,0.10141589912654951,3.6321071210838105,3.710176045061457,0.9700910276640581,1.820121282648603,208.2534578844851,42.17263642455123,0.2000079305917419
4,Ghana,,2022-09-30,1.4999912553549415,5.579857385885172,3.767493938450946,0.02102837537208494,0.2384290712995141,-0.19691441155091294,0.004528453095707875,0.001,2.3039246524676855,266.6793524238417,15.090245463075865,0.20000398979456213
5,Germany,,2022-06-08,0.8061372635338765,4.901165299047985,2.001934589108058,0.38790673746845933,0.06544309056536038,0.5530182957088428,3.548894842789284,0.9801638211699227,2.168500299703831,125.24463385420384,40.492983409067314,0.3751034881246186
6,Switzerland,,2022-07-02,0.23335129519151013,5.342299258281156,15.0,0.24703449146734804,0.2458146183251827,0.960587773619412,1.895522083387014,0.002094742123298534,2.8167944444948616,59.11892738843865,34.58877242465881,0.32449589296133163
7,Ecuador,,2022-09-28,0.5511340098035685,10.54771120682774,6.544744984678682,0.39313784504076854,0.01,0.4438509948805633,0.001784649190268672,0.17316631737600277,3.278449888113755,284.421902818985,17.366532649418907,0.6379376498018324
8,Portugal,,2022-06-01,0.2417526325306882,18.78448418579468,15.0,0.02000000467575086,0.040465901909866125,1.794671375048958,0.059846605793889035,1.4547353813228414,5.0,78.16735053364164,23.53579678663568,0.4030446772699253
9,Chile,,2022-08-10,0.11723484017411027,41.070805832717774,3.162906122666445,0.020014223517518675,0.10393440801014704,4.99997595044778,0.19735005950647388,1.9624624172219303,3.6126764166992142,50.29074904065804,51.84850842696138,0.20008698002409808
10,Paraguay,,2023-02-22,0.19625025802147703,18.85788921475854,15.0,0.42871678717884226,0.01,-0.2,0.001,0.2318970972250692,5.0,174.03044808741163,73.48081302691088,0.2
11,Israel,,2022-07-19,0.4656010150632974,7.834921822641494,14.99941503201032,0.1221329778382421,0.01,0.8966432676941429,0.531538612014376,0.001,3.321710254355057,78.1635944568975,29.488104208480742,0.5064995968090324
12,Nigeria,,2022-07-08,0.7471642112203564,0.0,9.188667037024993,0.03395641650884367,0.027870945768871485,0.5792636712205381,0.0016979469280578876,0.16508472419386896,4.999954956593767,143.25764425277072,59.1700371402788,0.8231159306123463
