,country,domain,first_day_above_hundred,outsample_mape,overall_mape,train_mape,outsample_mae,overall_mae,train_mae
0,Afghanistan,,2020-03-30,53.360972672524554,36.73166966274308,3.4730636431801276,7457.39641631911,4976.461342793442,14.591195742105734
1,Albania,,2020-03-25,26571.1086572462,17716.66244486663,7.770020107481666,295045.8704489156,196704.91361285528,22.999940734755018
2,Algeria,,2020-03-22,31.605107385823754,23.47978226711595,7.229132029700333,2242.5194384761417,1510.2401795835367,45.68166179832584
3,American Samoa,,2022-03-01,45.03410154695328,33.76982409430151,11.24126918899796,2542.1677236616865,1727.545529574609,98.30114140045431
4,Andorra,,2020-03-22,6.4522697213604445,8.30985256284654,12.025018245818728,49.242104573219585,47.3135002545498,43.456291617210226
5,Angola,,2020-06-11,506.530664609834,338.752580205691,3.1964113974051114,12404.17501984383,8271.762672083554,6.93797656301058
6,Anguilla,,2021-05-12,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
7,Antigua and Barbuda,,2020-09-28,3.8275852734989617,3.2738718521703793,2.1664450095132146,5.261523918826959,4.306542728359299,2.3965803474239804
8,Argentina,,2020-03-13,129.99448769831338,87.51739213347938,2.5632010038113617,26406.84097157884,17609.36466941784,14.412065095839726
9,Armenia,,2020-03-19,47.64979482464221,34.0012740273116,6.7042324326503895,3556.7847790758765,2380.303872275376,27.342058674372943
10,Aruba,,2020-05-06,3.2858759101630644,2.2008499178227776,0.03079793314220443,3.6784550628282764,2.462672012710059,0.031105912473626467
11,Australia,,2020-03-12,2.0695066149716084,2.1551659009699193,2.326484472966542,139.96349108362227,103.75666776349759,31.343021123248263
12,Austria,,2020-03-10,6.085244493910876,12.890041260351342,26.49963479323228,730.1436601881724,598.4558053329607,335.08009562253704
13,Azerbaijan,,2020-03-28,3733.4465373861754,2490.1232504244576,3.4766765010206444,319714.1597176491,213148.0679826666,15.884512701498753
14,Bahamas,,2020-05-30,46.75188492109456,31.251401538304048,0.25043477272301623,355.44458990168636,237.04888086650914,0.25746279615471224
15,Bahrain,,2020-03-10,61.01633878256847,43.77636196508606,9.296408330121258,3442.727453672383,2305.005660547841,29.562074298757807
16,Bangladesh,,2020-04-06,13751.371255053189,9169.08773459057,4.520693665333398,12424641.43984,8283112.579928512,54.86010553613695
17,Barbados,,2020-07-13,2583.8648236120957,1723.204638120828,1.8842671382915726,4806.438519470554,3205.060487685807,2.304424116314564
18,Belarus,,2020-03-31,1581.820240435762,1056.519255281731,5.917284973668812,723952.7683470643,482661.0108020396,77.49571199030973
19,Belgium,,2020-03-06,15.990919475480139,12.418495083928411,5.273646300824946,7480.589056696969,5030.492013379858,130.29792674563348
20,Belize,,2020-08-08,168.51752094948432,115.67658358387551,9.994708852657899,4503.998989336694,3015.1933417275545,37.582046509275706
21,Benin,,2020-05-10,65.95669950470352,45.776756103803166,5.416869302002476,849.731067268843,569.4324730494702,8.8352846107246
22,Bermuda,,2020-04-27,7.043752103000004,5.016973513672881,0.9634163350186407,10.353446667449834,7.2796755670111,1.1321333661336286
23,Bhutan,,2020-07-29,32.47589815428181,22.202420771376925,1.6554660055671637,89.94878692540019,60.65261591091985,2.0602738819592097
24,Bolivia,,2020-04-01,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
25,Bosnia and Herzegovina,,2020-03-22,21.57595524470243,15.203420590900334,2.4583512832961447,504.6545097408039,339.85455700139227,10.254651522568867
26,Botswana,,2020-06-25,6410.32866045543,4278.974414227047,16.265921770282468,120136.80756714451,80105.32899611176,42.37185404626921
27,Brazil,,2020-03-16,14.297115344337833,18.90310123205418,28.115073007486863,34798.43479502277,23297.561367173905,295.81451147617435
28,British Virgin Islands,,2021-01-06,3.143586803169318,2.8659182853055105,2.3105812495778943,4.7825805310741885,4.151016806855647,2.887889358418565
29,Brunei,,2020-03-25,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
30,Bulgaria,,2020-03-22,45.00082691319483,37.20980297827675,21.627755108440613,986.6069650578593,682.3586557423673,73.86203711138337
31,Burkina Faso,,2020-03-24,16.662865954386245,12.591806007858466,4.449686114802918,139.22825751611617,97.02329142431448,12.613359240711105
32,Burundi,,2020-06-16,98875.48051359883,65918.86016342803,5.619463086446406,430876.92248811905,287254.06104151794,8.338148315760462
33,Cambodia,,2020-03-29,1.4446784646874196,1.2383191215025986,0.8256004351329569,1.8160686425528978,1.5343031305628323,0.9707721065827017
34,Cameroon,,2020-03-31,37.822248793014346,34.118368959626196,26.71060929284989,2830.0870573874076,1936.1970467725837,148.41702554293698
35,Canada,,2020-03-12,3704.131485738225,2471.3659523585216,5.834885599115148,2914588.153514252,1943097.8883002368,117.35787220603343
36,Cayman Islands,,2020-05-21,2.4288256497506078,2.3475503695133777,2.184999809038919,4.875201375306688,4.328242484646002,3.2343247033246336
37,Central African Republic,,2020-05-05,2997.9522511263876,2000.3522732915524,5.1523176218799716,144773.21835436302,96521.0525343613,16.720894357858064
38,Chad,,2020-05-02,40.2744172586866,30.24511877566866,10.186521809632787,354.09142307598205,246.48081405941073,31.259596026268152
39,Chile,,2020-03-17,46.58851483813918,32.12800843872764,3.2069956399045503,31650.754748575226,21113.594563530387,39.27419344071632
40,China,,2020-01-19,185384.42754815664,123593.60413251731,11.957301238643572,152132967.74357793,101422287.82197958,927.9787828544246
41,Colombia,,2020-03-20,56.62631284716332,39.24782991417146,4.490864048187759,11901.459344870436,7946.903864394498,37.792903442621366
42,Comoros,,2020-06-13,15.080262903683368,11.887168290835874,5.5009790651408785,50.213396883046535,36.70920147828812,9.700810668771283
