Country,Domain,0,1,2,3,4,5,6,7,8,9,10,11
Afghanistan,,0.10000000149011612,1.9110812172970838e-31,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.020223628729581833,5.0,299.3045349121094,0.10000000149011612,2.200000047683716
Albania,,0.10000000149011612,2.2769350100941845e-28,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.03330669924616814,5.0,298.7716979980469,0.10000000149011612,2.200000047683716
Algeria,,0.10000000149011612,4.398255714184058e-37,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.008411254733800888,5.0,299.75518798828125,0.10000000149011612,2.200000047683716
American Samoa,,0.10000000149011612,2.2922163350921623e-32,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.01744357869029045,5.0,299.4141845703125,0.10000000149011612,2.200000047683716
Andorra,,0.10000000149011612,1.2450411105152412e-30,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.02307369001209736,5.0,299.19122314453125,0.10000000149011612,2.200000047683716
Angola,,0.10000000149011612,5.052888610510485e-22,1.0,0.019999999552965164,0.009999999776482582,-0.19999995827674866,0.0010000000474974513,0.09450416266918182,5.0,296.0488586425781,0.10000000149011612,2.200000047683716
Antigua and Barbuda,,0.10000000149011612,7.414414568418515e-12,1.0,0.019999999552965164,0.009999999776482582,-0.19984887540340424,0.0010002058697864413,0.48309749364852905,5.0,275.76031494140625,0.10000000894069672,2.200000047683716
Argentina,,0.10000000149011612,3.274988791173319e-34,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.013049121014773846,5.0,299.5830993652344,0.10000000149011612,2.200000047683716
Armenia,,0.10000000149011612,7.474885704527193e-32,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.018939154222607613,5.0,299.355224609375,0.10000000149011612,2.200000047683716
Aruba,,0.10000000149011612,2.6597144042739274e-08,1.0,0.019999999552965164,0.010000006295740604,-0.19748897850513458,0.0010200502583757043,0.8162745833396912,5.0,256.43023681640625,0.10000281035900116,2.200000047683716
Australia,,0.10000000149011612,0.0,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.006536170374602079,5.0,299.8220520019531,0.10000000149011612,2.200000047683716
Austria,,0.10000000149011612,0.0,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.006106603890657425,5.0,299.8372497558594,0.10000000149011612,2.200000047683716
Azerbaijan,,0.10000000149011612,8.861277737616614e-34,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.01396646723151207,5.0,299.54840087890625,0.10000000149011612,2.200000047683716
Bahamas,,0.10000000149011612,3.105536272585141e-09,1.0,0.019999999552965164,0.010000000707805157,-0.19879864156246185,0.001006030710414052,0.714130163192749,5.0,262.4826965332031,0.1000005230307579,2.200000047683716
Bahrain,,0.10000000149011612,2.0424830337979924e-25,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.05407305061817169,5.0,297.8822326660156,0.10000000149011612,2.200000047683716
Bangladesh,,0.10000000149011612,0.0,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.004542508628219366,5.0,299.8908996582031,0.10000000149011612,2.200000047683716
Barbados,,0.10000000149011612,1.6339544162136121e-09,1.0,0.019999999552965164,0.010000000707805157,-0.19903643429279327,0.0010042106732726097,0.6857374906539917,5.0,264.1483459472656,0.10000031441450119,2.200000047683716
Belarus,,0.10000000149011612,0.0,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.007750886958092451,5.0,299.7787170410156,0.10000000149011612,2.200000047683716
Belgium,,0.10000000149011612,0.0,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.003960831090807915,5.0,299.9103088378906,0.10000000149011612,2.200000047683716
Belize,,0.10000000149011612,1.8184261664776993e-31,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.020145805552601814,5.0,299.3072814941406,0.10000000149011612,2.200000047683716
Benin,,0.10000000149011612,9.538344845406478e-16,1.0,0.019999999552965164,0.009999999776482582,-0.19999302923679352,0.0010000014444813132,0.26267188787460327,5.0,287.7044372558594,0.10000000149011612,2.200000047683716
Bermuda,,0.10000000149011612,1.557868244128624e-11,1.0,0.019999999552965164,0.009999999776482582,-0.19980497658252716,0.0010003119241446257,0.5074649453163147,5.0,274.3940734863281,0.10000000894069672,2.200000047683716
Bhutan,,0.10000000149011612,1.498005053335305e-10,1.0,0.019999999552965164,0.009999999776482582,-0.19957579672336578,0.0010011062258854508,0.5882192254066467,5.0,269.79034423828125,0.1000000461935997,2.200000047683716
Bosnia and Herzegovina,,0.10000000149011612,1.572780408349359e-31,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.01995003968477249,5.0,299.31500244140625,0.10000000149011612,2.200000047683716
Botswana,,0.10000000149011612,1.0452802712052014e-20,1.0,0.019999999552965164,0.009999999776482582,-0.1999998688697815,0.0010000000474974513,0.11723136156797409,5.0,294.97503662109375,0.10000000149011612,2.200000047683716
Brazil,,0.10000000149011612,0.0,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.0035450728610157967,5.0,299.9239196777344,0.10000000149011612,2.200000047683716
British Virgin Islands,,0.10000000149011612,7.886611285909395e-13,1.0,0.019999999552965164,0.009999999776482582,-0.19992999732494354,0.001000058837234974,0.4159238338470459,5.0,279.4899597167969,0.10000000149011612,2.200000047683716
Bulgaria,,0.10000000149011612,6.117283380015345e-15,1.0,0.019999999552965164,0.009999999776482582,-0.19998681545257568,0.0010000038892030716,0.29841408133506775,5.0,285.81097412109375,0.10000000149011612,2.200000047683716
Burkina Faso,,0.10000000149011612,6.473508914412264e-27,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.04225902631878853,5.0,298.3932189941406,0.10000000149011612,2.200000047683716
Burundi,,0.10000000149011612,1.9684032642785024e-14,1.0,0.019999999552965164,0.009999999776482582,-0.19998028874397278,0.0010000074980780482,0.323778361082077,5.0,284.4861145019531,0.10000000149011612,2.200000047683716
Cambodia,,0.10000000149011612,1.6385513551455538e-13,1.0,0.019999999552965164,0.009999999776482582,-0.1999591886997223,0.001000024494715035,0.3740789294242859,5.0,281.77691650390625,0.10000000149011612,2.200000047683716
Cameroon,,0.10000000149011612,1.034478650584288e-35,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.010363237001001835,5.0,299.6840515136719,0.10000000149011612,2.200000047683716
Canada,,0.10000000149011612,3.22438337193942e-36,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.009578442201018333,5.0,299.7125244140625,0.10000000149011612,2.200000047683716
Cayman Islands,,0.10000000149011612,1.1368784400999226e-17,1.0,0.019999999552965164,0.009999999776482582,-0.19999848306179047,0.0010000001639127731,0.192701056599617,5.0,291.2879943847656,0.10000000149011612,2.200000047683716
Central African Republic,,0.10000000149011612,1.941405423195409e-24,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.06343744695186615,5.0,297.46484375,0.10000000149011612,2.200000047683716
Chad,,0.10000000149011612,1.7534446446440465e-25,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.05339165776968002,5.0,297.9073791503906,0.10000000149011612,2.200000047683716
Chile,,0.10000000149011612,0.0,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.004859807901084423,5.0,299.88018798828125,0.10000000149011612,2.200000047683716
China,,0.10000000149011612,0.0,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.0018551333341747522,5.0,299.9769592285156,0.10000000149011612,2.200000047683716
Colombia,,0.10000000149011612,0.0,1.0,0.019999999552965164,0.009999999776482582,-0.20000000298023224,0.0010000000474974513,0.007850706577301025,5.0,299.7752380371094,0.10000000149011612,2.200000047683716
