,country,domain,first_day_above_hundred,outsample_mape,overall_mape,train_mape,outsample_mae,overall_mae,train_mae
0,Thailand,,2023-07-12,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
1,Ghana,,2022-09-30,4.443159928348379,3.7055007047196047,0.017204586575735818,4.968755368001045,4.143611601673998,0.017892770038765247
2,El Salvador,,2023-04-05,0.03002243918264383,0.027885494924570865,0.017200773634206024,0.031223336749949582,0.029000914721553698,0.017888804579574265
3,France,,2022-06-14,242.77653873419615,204.44735793888196,12.801453962310951,8076.479591517061,6735.210993846849,28.86800549579194
4,United States,,2022-06-15,114.37846980341742,99.56118019394144,25.474732146561518,15912.412845692717,13266.46475539265,36.724303892306466
5,Belgium,,2022-06-28,18188.531628028057,15159.69607760739,15.518325504061323,134161.5737644579,111804.88767812421,21.45724645588548
6,Peru,,2022-07-20,85.1047765922003,75.72948298791073,28.853014966462894,1974.305418331318,1654.2345586262402,53.88026010085179
7,Mexico,,2022-08-10,28.17953278912979,27.519742994247036,24.220794019833267,496.57578260582613,421.30886858277535,44.974298467521486
8,Democratic Republic of Congo,,2022-08-12,26.84759244743921,22.3759570080469,0.01777981108533157,58.75376636823874,48.96588729328515,0.026491918517144036
9,South Korea,,2023-06-05,16.663647982918132,13.957968447691183,0.42957077155645745,21.27849038411368,17.80641368895183,0.44603021314257674
10,Canada,,2022-06-08,67.12695998528119,59.31853664092104,20.276419919120215,737.6513862879359,619.3457657633024,27.817663140135473
11,Puerto Rico,,2022-08-31,11518.9609952511,9600.454323117472,7.9209624493430635,23511.228489002395,19594.333297128647,9.857337759894149
12,Bolivia,,2022-09-07,147.19368682525408,124.2833549299722,9.731695453562887,367.0327111292531,307.718419714325,11.146962639684942
13,Nigeria,,2022-07-08,26.55599246759576,23.249315308288246,6.71592951175064,90.52246840270071,76.65366335967708,7.3096381445589484
14,Guatemala,,2022-11-09,425.17435104946975,356.0359880888475,10.344173285735726,1161.644944910226,970.1789519241294,12.848986993645545
15,Panama,,2023-01-25,71.92786530747274,60.44043567806439,3.0032875310226217,155.91091566411265,130.49569031233793,3.419563553464331
16,Ireland,,2022-08-09,13385.53122428487,11155.410238286355,4.805308293784773,27429.047545105626,22858.39388386614,5.125577668704589
17,Austria,,2022-07-26,19.6366574074896,16.70210022726789,2.029314326159339,57.892230651245484,48.7015558023789,2.7481815580459923
18,Japan,,2023-04-12,7327260.94890856,6106050.928104975,0.8240870429015456,12940064.640042286,10783387.354936197,0.9294057435638651
19,Italy,,2022-06-25,46.87706580406481,39.75418254803012,4.139766267856754,305.77028233038436,256.0568086765669,7.4894404074792424
20,Colombia,,2022-08-17,51.767289604258835,46.93806621827895,22.79194928837937,1196.7782363789718,1005.0988786578912,46.70209005248797
21,Paraguay,,2023-02-22,115.4448138634417,96.60381926424839,2.3988462682819094,143.91521267803623,120.35680490306343,2.564766028199396
22,Netherlands,,2022-06-22,154958.71046179684,129133.03298862981,4.645622794762404,1707925.4854365555,1423273.1491095521,11.467474536150183
23,Ecuador,,2022-09-28,22.985865893692562,20.368160034821546,7.279630740466479,73.52646466632548,62.8502326633837,9.469072648674771
24,Poland,,2022-08-16,16.12658929351061,14.055189833544834,3.698192533715957,31.08200309306776,26.60985676087943,4.2491250999377925
25,Argentina,,2022-08-24,32.54721779202395,28.901062966872708,10.670288841116559,196.63560671312896,166.51707701086184,15.924428499526217
26,Australia,,2022-08-23,16.394703456232516,14.055392256630764,2.35883625862198,22.49146085877768,19.19224955992479,2.6961930656603266
27,Sweden,,2022-08-02,1768.1621221750106,1474.1630939716924,4.167952955099663,3386.423417299568,2822.829907062828,4.862355879127164
28,China,,2023-05-23,36.05497701377519,30.995382881547336,5.697412220408075,156.21063527561196,131.38432053977323,7.252746860579566
29,Portugal,,2022-06-01,850.7683045749935,710.0066329727259,6.198274961387996,6597.80913780723,5499.9951991543885,10.925505890179664
30,United Kingdom,,2022-05-27,39.82924045326183,34.507275487890126,7.897450661031599,774.4996393143051,647.7885865701402,14.23332284931607
31,Denmark,,2022-08-02,7.3157649429148845,6.435461934734443,2.0339468938322343,13.390615295966066,11.55708691496398,2.389445009953557
32,Brazil,,2022-07-06,49.944550061984714,46.39165311617029,28.627168387098184,2741.7758338604986,2297.5674035102234,76.52525175884594
33,Switzerland,,2022-07-02,226622.17020595222,188852.21903855386,2.463201562213869,991852.1604489293,826544.0690363175,3.6119732587099866
34,Costa Rica,,2023-01-18,9.59161375072952,8.748433239896011,4.53253068572847,17.600932795312197,15.669372815526808,6.011572916599848
35,Chile,,2022-08-10,35.00747024657667,31.991058427107376,16.908999329760885,323.85262504947036,274.60442040339683,28.363397173029142
36,Germany,,2022-06-08,41.3501937440574,35.54409676709868,6.51361188230508,1125.9865199163066,940.9199540288315,15.587124591455282
37,Israel,,2022-07-19,330.23108543830136,276.1984478097207,6.035259666817235,748.244970539789,624.6799752536976,6.854998823240309
38,Spain,,2022-06-01,74363.44077578025,61970.64104625984,6.642398657858753,3526494.4408268076,2938747.7868522992,14.516979761622157
