,country,domain,first_day_above_hundred,alpha,days,r_s,r_dth,p_dth,r_dthdecay,k1,k2,jump,t_jump,std_normal,k3
0,Bolivia,,2020-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
1,Brunei,,2020-03-25,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2,Curacao,,2020-09-09,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
3,Cote d'Ivoire,,2020-03-25,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
4,Democratic Republic of Congo,,2020-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
5,Ecuador,,2020-03-18,0.5545535584876609,34.25993083954234,15.0,0.23317503750155016,0.04534428600538892,-0.2,2.8573466922464625,1.0230383290914555,2.7186286797798846,290.40538117789026,27.260614093989354,0.20000268616045574
6,Cyprus,,2020-03-24,0.49379662172039546,6.211560361724541,7.748255854312066,0.0332355799302709,0.06307107473051393,3.6977787118410737,3.0286311423330208,0.0011377502136174409,2.374773685715448,186.20713297188695,68.76295266684345,0.656504579273491
7,Costa Rica,,2020-03-22,1.4999967951918494,-199.60948325695767,1.3578174272635888,0.32260837245987506,0.010000549395682979,0.35653962506855397,4.668185849685608,0.001013039529412871,4.999988554256604,286.1352595374468,93.75332342349431,0.6808739556253183
8,Czechia,,2020-03-13,1.4987539943892516,-47.057076982195326,1.4394786032410503,0.17599796308109186,0.09460977869238715,2.3517401903072495,3.366349441903115,1.3911423258983533,0.44058134844619085,7.643315564973491,4.167574578496852,1.6442852217742678
9,Cuba,,2020-03-29,0.33092440042040216,15.851681732919118,2.2654066004408966,0.02092510067429037,0.25,3.8161923898475183,4.240235927270173,0.0015845436913058558,0.21521309351196014,87.8590466596537,73.52745367132985,0.6327660767156584
10,Congo,,2020-04-15,0.1970228293680254,27.286080895041867,3.2294328693555228,0.02,0.21056431174402443,4.7400768995460325,0.22431023632920993,0.41191269776851974,1.4239326104910504,80.62815563268944,92.20756140826131,0.4314962525231382
11,Dominican Republic,,2020-03-24,0.9200328315171276,-75.72267983104197,1.1954818653355117,0.25789731431689955,0.18790575557069675,2.3283004618981393,4.999797869014692,2.605296453974285,0.3657216922249343,10.129101371570686,99.97823454318818,0.6171373687640322
12,Dominica,,2021-01-07,0.10143909492967057,-100.05085450830245,10.047614812167655,0.14492803517751254,0.15315423519355975,1.9617765792136412,0.020335193168373764,0.037825947809859956,4.905517275100015,75.65542196331164,100.0,0.7028565648022203
13,Central African Republic,,2020-05-05,0.3960990222769872,-157.03096522951293,1.0000344033377009,0.030431767664366526,0.13136630714645386,1.2523171648392672,2.2919478782527123,0.8068517935094894,1.442607830090749,0.0,40.06703136524748,0.5818611357657221
14,Canada,Nunavut,2020-11-21,0.1494691350349495,14.66155074611551,15.0,0.04507458618777192,0.039655143617444814,0.6262999828526195,2.6002683344614708,0.8810787692196064,2.0801176264069206,297.9947153079165,5.6825307485078635,0.2
15,China,,2020-01-19,0.28347206376636175,3.049238119052072,15.0,0.02,0.03165111369712678,4.99999101096956,5.0,5.0,5.0,9.259602456668242,5.292768431872255,2.0
16,Canada,Quebec,2020-03-17,1.5,-18.80120545571998,1.0,0.1919615567771642,0.01,1.7075361071206654,2.659492490412401,2.6602747881247257,0.6037167597137294,3.4624600082666137,2.5493404492469276,1.0670399893828981
17,Aruba,,2020-05-06,0.1,-141.9421275155831,15.0,0.02,0.01,0.29068067440692397,0.001,0.001,0.0,178.98684502300736,27.315662769546652,0.2
18,Botswana,,2020-06-25,0.15691035658687086,9.823543965249186,1.9426554496259065,0.02,0.08840761093870134,4.972253511472596,0.6131733567855928,0.14223975567219876,2.420690778311473,76.23188176860758,90.27754602374289,1.3751494487094558
19,Chile,,2020-03-17,0.48413939379902593,-123.93845853142413,5.4643220179964285,0.022747669274952347,0.22457200370825037,3.539538118381458,5.0,3.188900224577139,2.0758071436677583,120.8845613320826,78.04039309891401,2.0
20,Colombia,,2020-03-20,0.2787087005377877,-58.92390850306185,4.19735420326279,0.3006972445374567,0.11673936780908778,0.9759795886100803,4.997088640064362,2.4805929046852477,2.2536368063747667,86.4836481932465,84.12954855659083,1.082142261849568
21,Australia,Western Australia,2020-03-22,0.1,0.6664923438886166,4.7027496194133676,0.35192319813128087,0.25,0.11727975314553982,4.7792871010250755,0.6522750376010572,4.380592699511908,257.0995119959116,22.64173750732224,0.6134364385204378
22,Australia,South Australia,2020-03-23,0.1,-199.9999942612874,15.0,0.2539613816334779,0.25,0.07809803912282755,1.3038595077702428,0.7692614137888771,2.653482832795248,242.6654538777335,19.48907813903603,1.2100556596070624
23,Croatia,,2020-03-20,0.13685434488773535,20.0712209857554,15.0,0.03210747049251367,0.0968331189355977,3.1323245901571948,3.5111321062173673,0.24559003893295125,5.0,128.35194670784233,49.76950937429765,1.9707103128515921
24,Australia,Tasmania,2020-04-09,0.1,-200.0,15.0,0.30015070716590536,0.25,-0.19970007810783094,2.0232596785433383,0.5864664493479166,1.2434260314576848,17.16749661232875,0.5877110730005256,0.4129760084175929
25,Antigua and Barbuda,,2020-09-28,1.4984230843825208,-68.07767388906966,1.1492890242654499,0.0758480288632388,0.19286694294230977,0.9081968319443561,0.1730657480417051,0.009911215284688623,2.500516248002708,186.1820537675982,61.41685860355947,0.5837513438268058
26,Canada,,2020-03-12,1.5,-11.543879762127622,1.0001355717754772,0.1507219408855676,0.010035656525231243,0.3500354743831716,3.0208068151630316,1.81227268271301,4.33066139180665,8.811559253391586,0.7312419747026467,0.4007632544248626
27,Burundi,,2020-06-16,0.3357070473493365,23.223506417924334,15.0,0.33476002737102634,0.01,1.0976253030425507,0.001,0.3703258692926795,0.3976800742655138,84.86391345901393,91.52184494087032,0.24815775699598977
28,Canada,Alberta,2020-03-19,0.6553746529671302,9.088381484240356,14.999913983177699,0.02,0.020676300229276807,2.995813311944576,1.7288831503548312,1.8664093848101335,1.7197248538224723,25.54995093085487,4.360198421313547,0.3438349237523791
29,Australia,Queensland,2020-03-19,0.1,4.567803067470531,15.0,0.02,0.020035058499088532,4.999576603170988,2.700711398549068,0.0014894492625384958,5.0,41.322559682907766,3.355877821923954,1.9835841107829055
30,Cook Islands,,2022-03-06,1.5,19.397129890638215,3.309411001694371,0.5,0.24993725019292976,1.6142496561819029,0.1103505004125085,0.001,5.0,41.58789390827779,3.006852864299454,0.2
31,Benin,,2020-05-10,0.376292558980446,41.59355431790265,15.0,0.02000455146102418,0.014239784352400746,4.999758493931228,0.40515883505988903,0.001,3.546163894236088,150.35728280877265,1.8699734696004016,0.367623268564681
32,Egypt,,2020-03-15,0.43485588203044523,16.687119665891966,7.666812389794723,0.07721673926842006,0.17629837775384616,3.5662568814470204,0.03095036574814138,2.15654088607657,5.0,213.17130836331842,99.99941299053864,0.2000545559056242
33,Belgium,,2020-03-06,1.1137128659956155,11.670919612982571,2.1689037859184483,0.2062587209490282,0.04058863663174166,1.9330388311217872,3.086204304148946,2.8413783813768205,1.060482711016185,2.6458795686089593,0.1,0.2516499532426278
34,British Virgin Islands,,2021-01-06,0.40490142611181057,12.972541502764798,14.99979824971336,0.21250399848149462,0.07219057276056383,2.919852431771031,0.002235078149487681,0.01516870700564964,4.899214883417842,241.25703302448233,89.49574078524938,1.9901979870227835
35,Brazil,,2020-03-16,0.1610733834439257,-76.62655446958505,1.0000273099677104,0.2657306967539514,0.01,-0.2,5.0,5.0,3.7889831402836847,10.189343518044927,100.0,2.0
36,Australia,Northern Territory,2021-02-05,1.4999662187888172,-139.2206511661628,1.5736942436712948,0.02115500579787337,0.08055825182350623,1.0739794248777625,0.13469055622755208,0.001,4.999928165593931,100.69458722616194,27.472748929228377,0.20000816894423795
37,Azerbaijan,,2020-03-28,1.2149180934977841,-37.683005709530725,11.105235211505862,0.03943163625106544,0.17449071979927838,1.522249503618852,4.739162871661606,0.0011078921236647478,4.999973481195075,218.96771809503815,80.91875283425945,1.332724172463011
38,Equatorial Guinea,,2020-04-21,1.222332887353921,-4.902770296523435,1.0,0.02,0.24995904380856135,4.999917883786919,2.7492151788139005,0.0010916848696186597,3.9829159093517035,265.17335670429964,6.531354821404184,0.20149640146202208
39,Cambodia,,2020-03-29,1.468576585522367,-200.0,15.0,0.22705594940837112,0.25,3.4457282669822744,0.7881273955908851,0.2321536023768511,5.0,52.108659638766106,3.352313212677569,0.2
40,Chad,,2020-05-02,0.18179713026551847,19.10997103149903,15.0,0.14745605953129023,0.04245826064764362,3.0600531382154728,3.8017292679363326,0.8657699071271208,4.999928541797267,51.57423625175619,2.4000423580261043,0.5036406146415102
41,Iran,,2020-02-27,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
42,Canada,Prince Edward Island,2021-01-07,1.2979181222579377,-14.588044846740946,12.261493977497057,0.0206651497977311,0.010215261926522527,4.9971055530765955,0.11378207291713495,0.001,4.999445188510645,87.22994317415699,24.014296256311244,0.752141374748733
43,Estonia,,2020-03-15,0.5992795610411406,8.516323833272857,15.0,0.02006165441319027,0.010227342531910615,4.999769726241076,4.105323519405336,0.001280075567915218,4.999646225603529,55.63706319044419,2.6026047372987233,1.9999876215557655
44,Comoros,,2020-06-13,1.4914996279883335,-164.49797770833388,3.2894195013743905,0.0664241613840123,0.11142037954524239,3.6690749110556244,3.772732143205282,0.0018280862674913186,1.1544305180133747,35.51732988700442,3.2253386747836674,0.3800122547240421
45,Bhutan,,2020-07-29,0.36303925836005824,26.637199217956354,15.0,0.16402305320446733,0.22590913207653038,4.7278356755803195,0.0013203479321209472,0.2674671048255314,5.0,120.51558337967373,29.613205731568016,0.20195676920487948
46,Belarus,,2020-03-31,1.5,-12.45251631007621,1.0,0.28681192018910723,0.09936949480258624,0.3930128912549323,2.758652787259201,2.5897368598497033,1.4570026276766685,3.7759713976293723,0.34063417522027917,0.4959460235170824
47,Faroe Islands,,2020-03-23,0.1,-199.34024286667767,14.802249030828985,0.3285427990925273,0.016045940217426825,1.1415184835720782,1.8838798308236069,1.758682274003831,2.7707350874041197,275.5412526388063,2.7722086951510847,0.20717448366806698
48,Andorra,,2020-03-22,0.203744492345875,15.49377248262422,15.0,0.07742913107910464,0.05409606343412879,3.3763716959950094,0.011309540131244375,4.981374594323968,4.594221375576861,56.76286228303382,7.309480069658027,0.29703291400731907
49,Canada,Yukon,2021-06-13,0.260003685945653,12.530003089878658,15.0,0.23040251445533544,0.24122154387109312,2.3075295304770043,3.7334596596407876,1.2949587308045207,4.745988504823484,121.19980301918358,47.94207249967058,0.2
50,Australia,Australian Capital Territory,2020-04-10,0.6020612168483582,8.100698137282064,15.0,0.4798332318464382,0.02891455264045198,0.20687215618176538,0.05082089458580409,0.001,1.6187472011618391,285.52892322152377,11.639463186967182,0.2
51,Eswatini,,2020-05-02,0.29967761764216927,41.005946291798594,15.0,0.1876040296017686,0.14968617976972287,2.8528897513398666,0.001,0.29756645301043466,0.7970432486166265,100.81760490805148,61.661371254581894,0.20714915627299726
52,Afghanistan,,2020-03-30,0.19260862216019753,1.70631486292587,2.966215635326996,0.3512657512788535,0.11620846992409317,0.1760528259414079,3.3844345546106402,4.060141964998212,3.077484768383348,52.55880584841716,90.65216441521537,0.20049142676212925
53,French Guiana,,2020-04-24,0.37075692200931654,-0.14209742791856864,6.31803938395732,0.028718658091359393,0.19839449342468163,1.509527253676977,0.1091055104245454,0.8181142399503307,3.148523113841103,103.39391695182553,65.67291129933221,0.2635486808675985
54,Kosovo,,2020-03-30,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
55,Georgia,,2020-03-30,1.499973884467535,2.3333308687572663,7.26772042757675,0.2153478335852743,0.24983177847520344,3.8178369345586507,3.109395958533124,0.0013506197278857377,2.1109632753713887,246.9055298362345,87.19205170364381,0.20000049153732197
56,France,,2020-05-17,0.11466160560965974,99.08117482506876,7.0604293584693085,0.11731916086783685,0.13041702426893256,0.5783591593014352,4.837629186876268,1.5979472498936265,4.946357853602347,104.82819510050517,37.22666824851839,1.6171568431847927
57,Laos,,2021-04-23,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
58,Cayman Islands,,2020-05-21,0.2825908257641267,16.099600343408635,15.0,0.02,0.022544565509327437,4.999746106366597,0.0010590324891911543,0.18381357388880887,2.6617516897099,67.42522090631658,11.734719035581257,0.7138324370516824
59,Finland,,2020-03-08,1.5,-35.193029323684236,1.0,0.2620362731436566,0.24466548093275187,1.8174371390944695,1.3556916112186892,3.0949939121610224,0.21765705467935914,2.0838246681515287,3.2251593437868378,0.9368337415860276
60,Guernsey,,2020-04-03,0.1,-199.9999239547551,15.0,0.07220727526826135,0.01,-0.2,4.9999367809045445,3.115547140580866,1.8216083267093328,232.89874091992817,25.34460927167587,0.2008337305986827
61,Bahrain,,2020-03-10,1.5,-170.8984926877409,1.0,0.09876300301882224,0.25,0.3536532408691118,0.001,2.2076768742592376,0.41573981625071244,14.626417141745211,22.2321716847959,0.20000413328976083
62,Canada,Ontario,2020-03-10,0.5017782270443636,14.964942625278818,9.11984609937147,0.10919103795847676,0.23405189156006745,2.014033760491968,2.3830863048320015,2.170906178583793,0.8080372460869223,26.55196695317221,13.280268586354998,0.5463080250195397
63,Bermuda,,2020-04-27,0.32918428701104363,25.23729894168777,15.0,0.02014657353966191,0.011529958538133628,1.4247370155999415,0.013233485396982415,0.0816892988319397,4.999989108562435,177.34781075759435,32.619582990349365,0.20022679406721788
