Country,Domain,0,1,2,3,4,5,6,7,8,9,10,11
Argentina,,0.101885125041008,2.1593305064016022e-05,15.964436531066895,0.020021850243210793,0.011680260300636292,4.799840927124023,1.0744789838790894,0.08814001083374023,4.9999847412109375,35.68452835083008,3.908353328704834,2.1842548847198486
Australia,,0.10272093117237091,1.1305083717161324e-05,15.968435287475586,0.02002054452896118,0.011581637896597385,4.799903869628906,1.0119225978851318,0.07195839285850525,4.999990940093994,59.96106719970703,2.832690477371216,2.183047294616699
Austria,,0.10312685370445251,0.00010114015458384529,15.939532279968262,0.020053623244166374,0.012497280724346638,4.799552917480469,1.1807695627212524,0.13483966886997223,4.999945163726807,40.73516845703125,5.214441299438477,2.1762337684631348
Belgium,,0.10188975930213928,3.7934201827738434e-05,15.959505081176758,0.020027201622724533,0.011920088902115822,4.799766540527344,1.1269627809524536,0.10324978828430176,4.999975681304932,30.81940460205078,4.863584995269775,2.182717800140381
Bolivia,,0.1020955741405487,1.3891731214243919e-05,15.96745491027832,0.020019525662064552,0.011539301835000515,4.799884796142578,1.0265209674835205,0.077903151512146,4.9999895095825195,45.49345779418945,3.1444883346557617,2.1845571994781494
Brazil,,0.10141871869564056,0.0007150807650759816,15.913346290588379,0.020070340484380722,0.012843474745750427,4.798275947570801,1.3000606298446655,0.2412704974412918,4.999814033508301,20.883892059326172,10.834195137023926,2.179102659225464
Canada,,0.10178501158952713,3.6055949749425054e-05,15.960797309875488,0.020025799050927162,0.011884368024766445,4.799774169921875,1.1271064281463623,0.10195432603359222,4.999976634979248,29.543601989746094,4.932769298553467,2.183170795440674
Chile,,0.10173261910676956,7.040685886749998e-05,15.95355224609375,0.02003319561481476,0.01212582178413868,4.799643039703369,1.1749013662338257,0.124294713139534,4.9999613761901855,26.16342544555664,6.032139778137207,2.181682825088501
China,,0.10241161286830902,3.0186240110197105e-05,15.95852279663086,0.02002871036529541,0.011865608394145966,4.799802780151367,1.0914713144302368,0.09627631306648254,4.9999799728393555,42.10507583618164,3.904754638671875,2.181882858276367
Colombia,,0.10162997245788574,0.0006169157568365335,15.915006637573242,0.02007342502474785,0.012918456457555294,4.798436641693115,1.2993720769882202,0.22982938587665558,4.999822616577148,22.146347045898438,10.340243339538574,2.1778790950775146
Costa Rica,,0.10213177651166916,7.703430128458422e-06,15.972623825073242,0.020015602931380272,0.011411886662244797,4.799924373626709,0.9972198605537415,0.0651216134428978,4.999993324279785,50.7103157043457,2.7702035903930664,2.1855227947235107
Democratic Republic of Congo,,0.10198226571083069,8.104381777229719e-06,15.972472190856934,0.020015299320220947,0.01134539395570755,4.799921035766602,0.9821861386299133,0.06730040162801743,4.999992847442627,50.66853713989258,2.653629779815674,2.185925245285034
Denmark,,0.10295934975147247,2.870743628591299e-05,15.958023071289062,0.020031407475471497,0.011818768456578255,4.7998151779174805,1.0684932470321655,0.09632527828216553,4.999980449676514,55.191585540771484,3.3854730129241943,2.180523633956909
Ecuador,,0.10200899094343185,1.6818024960230105e-05,15.966043472290039,0.02002055011689663,0.011607282795011997,4.799867153167725,1.0490237474441528,0.08182356506586075,4.999987602233887,40.80984115600586,3.470075845718384,2.1844162940979004
El Salvador,,0.1025145947933197,6.475233021774329e-06,15.973016738891602,0.0200160201638937,0.011375358328223228,4.799934387207031,0.9675899744033813,0.06225185468792915,4.999994277954102,63.52174758911133,2.3689217567443848,2.1848561763763428
France,,0.10123850405216217,0.001984248636290431,15.8890962600708,0.020100725814700127,0.012636994943022728,4.796497821807861,1.3625904321670532,0.37115979194641113,4.999633312225342,23.892108917236328,10.374051094055176,2.177703857421875
Germany,,0.10087251663208008,0.11794132739305496,15.59040641784668,0.02032504603266716,0.013357116840779781,4.754765033721924,1.3025883436203003,1.2310562133789062,4.995016098022461,24.508056640625,14.09440803527832,2.169560194015503
Ghana,,0.10233090817928314,6.116809345257934e-06,15.973888397216797,0.020015008747577667,0.011339647695422173,4.799936294555664,0.9666807055473328,0.061387207359075546,4.99999475479126,60.24955368041992,2.3959648609161377,2.1854376792907715
Guatemala,,0.10216961801052094,1.3158538422430865e-05,15.967761993408203,0.02001946046948433,0.011533759534358978,4.79988956451416,1.0211350917816162,0.07656881213188171,4.999989986419678,47.6296501159668,3.062188148498535,2.1844353675842285
Ireland,,0.10214359313249588,1.018918464978924e-05,15.97082805633545,0.020017212256789207,0.011492338962852955,4.799908638000488,1.0177791118621826,0.07020656019449234,4.999991416931152,48.601749420166016,3.033144235610962,2.1848433017730713
Israel,,0.1026962473988533,3.119374014204368e-05,15.957230567932129,0.020030848681926727,0.011913358233869076,4.799800395965576,1.088595986366272,0.09704234451055527,4.999979019165039,46.50220489501953,3.7890307903289795,2.180957794189453
Italy,,0.1023746132850647,0.00010170210589421913,15.944908142089844,0.020045971497893333,0.012227463535964489,4.799555778503418,1.175748348236084,0.1415225863456726,4.9999470710754395,36.0993766784668,5.295186996459961,2.1785457134246826
Japan,,0.10160842537879944,7.664605618629139e-06,15.974669456481934,0.02001311257481575,0.011330535635352135,4.799922943115234,1.0094748735427856,0.06545241177082062,4.999993324279785,39.690650939941406,3.098482847213745,2.187051296234131
