,country,domain,first_day_above_hundred,alpha,days,r_s,r_dth,p_dth,r_dthdecay,k1,k2,jump,t_jump,std_normal,k3
0,Afghanistan,,2020-03-30,0.7209149465316304,0.9929801292021074,1.0004341795758833,0.1318547839103171,0.12049328243975964,0.2715469662451063,3.3785264461719176,1.963994341239958,3.485079520764193,226.26740573419835,95.9515492910487,0.2
1,Albania,,2020-03-25,0.15505488937950299,4.720492728010673,5.519137774887559,0.0734722195243859,0.11417357420843299,4.991152716406116,2.292837892033172,2.1907534525683796,2.1438053959291623,14.003035028318159,23.24680298352164,0.27555118746062573
2,Algeria,,2020-03-22,0.29919116472761964,9.844481173164775,9.645910290339522,0.24323851097774207,0.09647136281695042,0.18755165646887867,3.2789007415391485,0.0010542762223201272,1.6650997948607769,33.90353275734375,13.654205395402169,1.613549765185902
3,American Samoa,,2022-03-01,0.9775208362445101,19.171998182467835,15.0,0.4080204362072353,0.10491720089610772,1.6076538228266688,0.0016465553755922416,0.06607843311635629,1.4377321621100148,29.65526174664444,0.4872250078818666,1.8181501529443593
4,Andorra,,2020-03-22,0.20356598698783038,15.56891569650544,15.0,0.0416216991037973,0.1285962490752672,4.6054739527788495,0.0010065390556862853,4.998755326915079,4.995247221859483,98.0279287340637,19.856921569676878,0.3005285851946348
5,Angola,,2020-06-11,0.3009470999073675,62.59506783758293,1.0,0.2778935705531732,0.25,-0.06085622850691909,0.9920439225097063,0.5021517461697257,5.0,188.5581170965775,43.06419416510249,0.35579266763145795
6,Anguilla,,2021-05-12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
7,Antigua and Barbuda,,2020-09-28,0.1148742241120932,100.0,14.999758632116112,0.042872170214895554,0.016342824168805243,2.4215700253947743,0.36541980980830885,0.14573247113052304,5.0,209.86273687441272,94.45010927458597,0.20010786442707432
8,Argentina,,2020-03-13,0.12368097245323605,38.63973965411787,3.237013131117552,0.07480752297187819,0.22025437642466586,2.3709521263941915,4.644602630746386,2.0548677063801817,2.2521610810380666,56.0480169319092,60.392984346302796,1.100432224104215
9,Armenia,,2020-03-19,0.1506592359483979,44.01543978636901,15.0,0.32102639518771714,0.249956422554708,4.642091929110003,4.999920233670708,2.29624298892066,4.530888457852569,82.4320671441557,34.60694247945991,0.442070392190187
10,Aruba,,2020-05-06,0.1,0.0,15.0,0.49396927150652903,0.23505248785996175,-0.16851830602074422,0.001,0.001,0.0,300.0,0.1,0.2
11,Australia,,2020-03-12,0.6710685993885015,10.234100464594567,15.0,0.4473024927393815,0.25,4.849362770183106,4.99584307783788,1.4078590822754973,4.999986787331208,65.58239704268487,7.686475400166662,0.858788043942871
12,Austria,,2020-03-10,1.5,0.0,15.0,0.16511024632032514,0.20097136117819497,0.5126619956692272,0.26161708593522304,3.006038686311841,5.0,12.251639611116495,1.0111830903130112,1.0444015218531375
13,Azerbaijan,,2020-03-28,0.11492801208134906,88.4196771623763,8.203779586984483,0.25222727991796096,0.25,4.258146856617163,4.971031778587555,0.001,4.49913896186601,38.54624475334354,6.3131068529800105,1.4138815160497877
14,Bahamas,,2020-05-30,0.29816643066563486,99.4359124901334,8.578620498373338,0.3523877466395309,0.21034014095297315,0.22615378956304516,0.001,0.0013748136597879282,4.8558631147185265,47.47087306856835,12.058545019544406,0.23768411812822793
15,Bahrain,,2020-03-10,0.28246555447521154,31.098015017561057,14.999931512870123,0.276392856512609,0.22279827250578715,4.751323513250408,1.8672495994363636,0.001,1.7354710890851748,111.15291969475687,83.9534072420662,0.21317057214507115
16,Bangladesh,,2020-04-06,0.17926368290275219,44.78188790334226,4.412976695740669,0.1382357324619334,0.11471008160120656,0.05057226533785379,4.999900641949972,3.685236489938949,3.422730387829167,155.6053529996941,89.47778441782059,1.9999643035187915
