,country,domain,first_day_above_hundred,outsample_mape,overall_mape,train_mape,outsample_mae,overall_mae,train_mae
0,Afghanistan,,2020-03-30,44.71732407325107,37.901948572182036,3.825071066836875,7070.132459507725,5893.247939846422,8.825341539910221
1,Albania,,2020-03-25,261.02589774810207,217.7445052264077,1.3375426179360954,2757.6351683646717,2298.4447677928933,2.4927649340046503
2,Algeria,,2020-03-22,39087.28672871715,32573.583483447674,5.067257100353107,3302597.192800455,2752167.986715559,21.95629108175618
3,American Samoa,,2022-03-01,44.421140102793785,37.99414267181033,5.859155516893041,2379.921501420386,1986.133819865451,17.195412090777136
4,Andorra,,2020-03-22,24.72992972173524,22.396249590007024,10.727848931365962,187.97065723333995,161.27972842713274,27.82508439609649
5,Angola,,2020-06-11,936.9755052152966,781.0982641668398,1.7120589245564841,20947.69209491091,17456.83768532684,2.5656374064733396
6,Anguilla,,2021-05-12,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
7,Antigua and Barbuda,,2020-09-28,13.617641323217363,11.49867203822798,0.9038256132810571,18.94380030880501,15.943952498308922,0.9447134458284937
8,Argentina,,2020-03-13,2385.4025662714225,1988.1751300916285,2.0379491926586777,388343.7052094009,323620.86161514756,6.643643880102304
9,Armenia,,2020-03-19,50.6474166301088,43.05067323379125,5.06695625220352,3276.301242422838,2732.5270251888346,13.655939018817568
10,Aruba,,2020-05-06,2.6364955238994403,2.200849798566315,0.022621171900687357,2.950636776475134,2.4626718776658936,0.022847383619694232
11,Australia,,2020-03-12,48874.7382108159,40729.512579311035,3.3844217867030824,3360577.5056854123,2800484.0771247693,16.93432155575441
12,Austria,,2020-03-10,80.76713592121509,72.77868536086004,32.83643255908484,9101.752933563788,7611.119692848491,157.95348927201263
13,Azerbaijan,,2020-03-28,368.30774776173814,307.37768726288243,2.7273847686037844,18876.680273347458,15731.926356309346,8.156771118784215
14,Bahamas,,2020-05-30,37.50732437477813,31.293018679928693,0.22149020568147812,284.68960688553113,237.27904725551937,0.22624910546033306
15,Bahrain,,2020-03-10,37.48518807758734,32.404420459874316,7.000582371309251,2121.2756022170165,1770.071248556556,14.049480254254194
16,Bangladesh,,2020-04-06,68.2820748208765,57.737022711011534,5.011762161686694,41491.098929456566,34580.172072163026,25.5377856953117
17,Barbados,,2020-07-13,15.6075525898591,13.087820837980383,0.489162078586812,27.784197670410407,23.238809901462794,0.5118710567247321
18,Belarus,,2020-03-31,59.663179496311805,51.245807759899634,9.158949077838725,22307.509441409635,18600.709715163284,66.71108393151371
19,Belgium,,2020-03-06,3033.0569972179883,2528.9716821713155,8.545106937946947,1434564.1503571353,1195477.8221869944,46.18133628959516
20,Belize,,2020-08-08,45.71860621532039,39.32709367318517,7.3695309625090095,1008.1503563768705,843.2346915942488,18.656367681140946
21,Benin,,2020-05-10,73.534921056719,61.85464812700976,3.4532834784636104,819.0798883670224,683.2784170907449,4.2710607093572355
22,Bermuda,,2020-04-27,12.897045787007217,10.845775213164044,0.5894223439481885,18.595789100073993,15.607822810046674,0.6679913599100757
23,Bhutan,,2020-07-29,12.54946965015822,10.57697209184807,0.7144843002973027,34.10358672056521,28.546995478374004,0.7640392674179546
24,Bolivia,,2020-04-01,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
